link,depth,story_tags_list,cover_img,title,Lượt đọc,Lượt bình chọn,Chương,recommended_stories,badges,Thời gian
https://www.wattpad.com/story/124920347-s%E1%BB%B1-th%E1%BA%ADt-v%E1%BB%81-chuy%E1%BB%87n-t%E1%BA%A5m-c%C3%A1m,0,"['kinhdị', 'tamcam', 'viễntưởng']",https://img.wattpad.com/cover/124920347-512-k346313.jpg,Sự thật về chuyện Tấm Cám,"Lượt đọc 116,754","Lượt bình chọn 5,004",Chương 13,"['https://www.wattpad.com/story/321538266-2%EF%B8%8F%E2%83%A3-%C4%91m-edit-t%C3%B4i-phong-th%E1%BA%A7n-trong-tr%C3%B2-ch%C6%A1i-v%C3%B4-h%E1%BA%A1n', 'https://www.wattpad.com/story/350059043-t%C3%B4i-l%E1%BA%A1i-%C4%91%C3%A1nh-s%E1%BA%ADp-c%C3%A2u-chuy%E1%BB%87n-kinh-d%E1%BB%8B-trong-tr%C6%B0%E1%BB%9Dng', 'https://www.wattpad.com/story/347428673-%C4%91am-m%E1%BB%B9-edit-d%E1%BB%B1a-v%C3%A0o-t%E1%BB%8F-t%C3%ACnh-th%C3%B4ng-quan-tr%C3%B2-ch%C6%A1i', 'https://www.wattpad.com/story/341643511-y%C3%AAu-phu-th%C3%BA-th%C3%A2n-b%C3%A1ch-v%C3%B4-c%E1%BA%A5m-k%E1%BB%B5-kh%C3%A1t-v%C5%A9', 'https://www.wattpad.com/story/239528231-h%E1%BB%8Da-ph%E1%BB%91-02', 'https://www.wattpad.com/story/197434317-h%E1%BB%8Da-ph%E1%BB%91', 'https://www.wattpad.com/story/276672865-taekook-%F0%9F%86%98-g%C3%A0o-th%C3%A9t-v%C3%B4-v%E1%BB%8Dng-l%E1%BB%9Di-nguy%E1%BB%81n-kim-t%E1%BB%B1-th%C3%A1p', 'https://www.wattpad.com/story/333825566-edit-k%C3%ADnh-v%E1%BA%A1n-hoa-ch%E1%BA%BFt-ch%C3%B3c', 'https://www.wattpad.com/story/280441203-bh-thu%E1%BA%A7n-vi%E1%BB%87t-_-t%C3%A2m-l%E1%BA%A1nh', 'https://www.wattpad.com/story/246468746-k%C3%ADnh-v%E1%BA%A1n-hoa-ch%E1%BA%BFt-ch%C3%B3c']",['Hoàn thành'],
https://www.wattpad.com/story/335994327-th%C3%B4n-qu%E1%BB%B7-%C3%A1m-t%E1%BB%8Bch-d%C6%B0%C6%A1ng,0,"['huyềnbí', 'kinhdị', 'quỷám', 'tịchdương', 'ámlinhhội']",https://img.wattpad.com/cover/335994327-512-k864985.jpg,Thôn Quỷ Ám - Tịch Dương,"Lượt đọc 4,360",Lượt bình chọn 70,Chương 27,"['https://www.wattpad.com/story/347428673-%C4%91am-m%E1%BB%B9-edit-d%E1%BB%B1a-v%C3%A0o-t%E1%BB%8F-t%C3%ACnh-th%C3%B4ng-quan-tr%C3%B2-ch%C6%A1i', 'https://www.wattpad.com/story/321538266-2%EF%B8%8F%E2%83%A3-%C4%91m-edit-t%C3%B4i-phong-th%E1%BA%A7n-trong-tr%C3%B2-ch%C6%A1i-v%C3%B4-h%E1%BA%A1n', 'https://www.wattpad.com/story/341643511-y%C3%AAu-phu-th%C3%BA-th%C3%A2n-b%C3%A1ch-v%C3%B4-c%E1%BA%A5m-k%E1%BB%B5-kh%C3%A1t-v%C5%A9', 'https://www.wattpad.com/story/350059043-t%C3%B4i-l%E1%BA%A1i-%C4%91%C3%A1nh-s%E1%BA%ADp-c%C3%A2u-chuy%E1%BB%87n-kinh-d%E1%BB%8B-trong-tr%C6%B0%E1%BB%9Dng', 'https://www.wattpad.com/story/246468746-k%C3%ADnh-v%E1%BA%A1n-hoa-ch%E1%BA%BFt-ch%C3%B3c', 'https://www.wattpad.com/story/239528231-h%E1%BB%8Da-ph%E1%BB%91-02', 'https://www.wattpad.com/story/276672865-taekook-%F0%9F%86%98-g%C3%A0o-th%C3%A9t-v%C3%B4-v%E1%BB%8Dng-l%E1%BB%9Di-nguy%E1%BB%81n-kim-t%E1%BB%B1-th%C3%A1p', 'https://www.wattpad.com/story/280441203-bh-thu%E1%BA%A7n-vi%E1%BB%87t-_-t%C3%A2m-l%E1%BA%A1nh', 'https://www.wattpad.com/story/197434317-h%E1%BB%8Da-ph%E1%BB%91', 'https://www.wattpad.com/story/333825566-edit-k%C3%ADnh-v%E1%BA%A1n-hoa-ch%E1%BA%BFt-ch%C3%B3c']",['Hoàn thành'],
https://www.wattpad.com/story/187004958-s%E1%BB%B1-th%E1%BA%ADt-v%E1%BB%81-c%C3%A2u-chuy%E1%BB%87n-t%E1%BA%A5m-c%C3%A1m-m%C3%A0-ch%C6%B0a-c%C3%B3-ai-t%E1%BB%ABng,0,"['kinhdị', 'maquai', 'má', 'tamcam', 'truyen', 'tâmlinh']",https://img.wattpad.com/cover/187004958-512-k252244.jpg,Sự thật về câu chuyện Tấm Cám mà chưa có ai từng kể,"Lượt đọc 25,250","Lượt bình chọn 1,422",Chương 14,"['https://www.wattpad.com/story/350059043-t%C3%B4i-l%E1%BA%A1i-%C4%91%C3%A1nh-s%E1%BA%ADp-c%C3%A2u-chuy%E1%BB%87n-kinh-d%E1%BB%8B-trong-tr%C6%B0%E1%BB%9Dng', 'https://www.wattpad.com/story/276672865-taekook-%F0%9F%86%98-g%C3%A0o-th%C3%A9t-v%C3%B4-v%E1%BB%8Dng-l%E1%BB%9Di-nguy%E1%BB%81n-kim-t%E1%BB%B1-th%C3%A1p', 'https://www.wattpad.com/story/280441203-bh-thu%E1%BA%A7n-vi%E1%BB%87t-_-t%C3%A2m-l%E1%BA%A1nh', 'https://www.wattpad.com/story/341643511-y%C3%AAu-phu-th%C3%BA-th%C3%A2n-b%C3%A1ch-v%C3%B4-c%E1%BA%A5m-k%E1%BB%B5-kh%C3%A1t-v%C5%A9', 'https://www.wattpad.com/story/197434317-h%E1%BB%8Da-ph%E1%BB%91', 'https://www.wattpad.com/story/246468746-k%C3%ADnh-v%E1%BA%A1n-hoa-ch%E1%BA%BFt-ch%C3%B3c', 'https://www.wattpad.com/story/321538266-2%EF%B8%8F%E2%83%A3-%C4%91m-edit-t%C3%B4i-phong-th%E1%BA%A7n-trong-tr%C3%B2-ch%C6%A1i-v%C3%B4-h%E1%BA%A1n', 'https://www.wattpad.com/story/333825566-edit-k%C3%ADnh-v%E1%BA%A1n-hoa-ch%E1%BA%BFt-ch%C3%B3c', 'https://www.wattpad.com/story/239528231-h%E1%BB%8Da-ph%E1%BB%91-02', 'https://www.wattpad.com/story/347428673-%C4%91am-m%E1%BB%B9-edit-d%E1%BB%B1a-v%C3%A0o-t%E1%BB%8F-t%C3%ACnh-th%C3%B4ng-quan-tr%C3%B2-ch%C6%A1i']","['Hoàn thành', 'Trưởng thành']",
https://www.wattpad.com/story/214242621-edit-%C4%91am-m%E1%BB%B9-mu%C3%B4n-v%C3%A0n-l%E1%BB%87-qu%E1%BB%B7-x%E1%BA%BFp-h%C3%A0ng-t%E1%BB%8F-t%C3%ACnh-v%E1%BB%9Bi,0,"['1x1', 'ahắc', 'boss', 'chủthụ', 'huyềnhuyễn', 'hài', 'khủngbố', 'kinhdị', 'linhdịthầnquái', 'lệquỷ', 'minhtinh', 'ngọt', 'sang', 'sung', 'sung', 'sảngvăn', 'tinhphan', 'tròchơi', 'tô', 'vamat', 'vôhạnlưu', 'đammỹ']",https://img.wattpad.com/cover/214242621-256-k560441.jpg,[Edit-Đam Mỹ] Muôn vàn lệ quỷ xếp hàng tỏ tình với tôi - A Hắc Hắc Hắc,"Lượt đọc 712,666","Lượt bình chọn 93,037",Chương 114,"['https://www.wattpad.com/story/354525797-full-l%E1%BB%9Di-gi%E1%BA%A3i-t-c%E1%BB%ADu-th%E1%BA%ADp-h%E1%BA%A1', 'https://www.wattpad.com/story/352751310-t%C3%A0-th%E1%BA%A7n-bi%E1%BA%BFn-th%C3%A1i-b%C3%A1m-ri%E1%BA%BFt-theo-t%C3%B4i-kh%C3%B4ng-r%E1%BB%9Di', 'https://www.wattpad.com/story/324735196-l%C3%B2ng-ng%C6%B0%E1%BB%9Di-nh%C6%B0-r%E1%BA%AFn-nam-hoan-n%E1%BB%AF-%C3%A1i-sau-l%C6%B0ng-c%E1%BB%95', 'https://www.wattpad.com/story/247350087-thi%C3%AAn-quan-t%E1%BB%A9-ph%C3%BAc', 'https://www.wattpad.com/story/358583971-bhtt-edit-ho%C3%A0n-thao-t%C3%BAng-tim-t%C3%B4i-c%C3%B3-h', 'https://www.wattpad.com/story/290256719-c%E1%BB%ADa-h%C3%A0ng-nhang-%C4%91%C3%A8n-c%E1%BB%A7a-ti%E1%BB%83u-l%C3%A3o-b%E1%BA%A3n-ho%C3%A0n', 'https://www.wattpad.com/story/354344438-allbin-xuy%C3%AAn-kh%C3%B4ng-tr%E1%BB%9F-th%C3%A0nh-ph%C3%A1p-s%C6%B0']",['Đang sáng tác'],
https://www.wattpad.com/story/313479357-kinh-d%E1%BB%8B-quan-nh%C3%A2n,0,"['huyềnhuyễn', 'kinhdị', 'maquai', 'đôthị']",https://img.wattpad.com/cover/313479357-256-k192503.jpg,[Kinh dị] Quan Nhân,"Lượt đọc 15,371",Lượt bình chọn 739,Chương 112,"['https://www.wattpad.com/story/280441203-bh-thu%E1%BA%A7n-vi%E1%BB%87t-_-t%C3%A2m-l%E1%BA%A1nh', 'https://www.wattpad.com/story/276672865-taekook-%F0%9F%86%98-g%C3%A0o-th%C3%A9t-v%C3%B4-v%E1%BB%8Dng-l%E1%BB%9Di-nguy%E1%BB%81n-kim-t%E1%BB%B1-th%C3%A1p', 'https://www.wattpad.com/story/239528231-h%E1%BB%8Da-ph%E1%BB%91-02', 'https://www.wattpad.com/story/197434317-h%E1%BB%8Da-ph%E1%BB%91', 'https://www.wattpad.com/story/347428673-%C4%91am-m%E1%BB%B9-edit-d%E1%BB%B1a-v%C3%A0o-t%E1%BB%8F-t%C3%ACnh-th%C3%B4ng-quan-tr%C3%B2-ch%C6%A1i', 'https://www.wattpad.com/story/350059043-t%C3%B4i-l%E1%BA%A1i-%C4%91%C3%A1nh-s%E1%BA%ADp-c%C3%A2u-chuy%E1%BB%87n-kinh-d%E1%BB%8B-trong-tr%C6%B0%E1%BB%9Dng', 'https://www.wattpad.com/story/321538266-2%EF%B8%8F%E2%83%A3-%C4%91m-edit-t%C3%B4i-phong-th%E1%BA%A7n-trong-tr%C3%B2-ch%C6%A1i-v%C3%B4-h%E1%BA%A1n', 'https://www.wattpad.com/story/333825566-edit-k%C3%ADnh-v%E1%BA%A1n-hoa-ch%E1%BA%BFt-ch%C3%B3c', 'https://www.wattpad.com/story/246468746-k%C3%ADnh-v%E1%BA%A1n-hoa-ch%E1%BA%BFt-ch%C3%B3c', 'https://www.wattpad.com/story/341643511-y%C3%AAu-phu-th%C3%BA-th%C3%A2n-b%C3%A1ch-v%C3%B4-c%E1%BA%A5m-k%E1%BB%B5-kh%C3%A1t-v%C5%A9']",['Đang sáng tác'],
https://www.wattpad.com/story/111848238-%C4%91am-m%E1%BB%B9-qu%E1%BB%B7-qu%C3%A2n,0,"['1vs1', 'caoh', 'kinhdị', 'nguoc', 'sm', 'đammỹ']",https://img.wattpad.com/cover/111848238-256-k631497.jpg,[Đam mỹ] Quỷ Quân,"Lượt đọc 78,740","Lượt bình chọn 3,286",Chương 10,"['https://www.wattpad.com/story/291678534-ho%C3%A0n-abo-sau-khi-gi%E1%BA%A3-a-b%E1%BA%A1i-l%E1%BB%99-t%C3%B4i-mang-thai-con', 'https://www.wattpad.com/story/331970524-%C4%91am-m%E1%BB%B9-edit-v%E1%BA%A1n-ng%C6%B0%E1%BB%9Di-gh%C3%A9t-c%E1%BA%ADu-ta-ngh%C4%A9-th%C3%B4ng-su%E1%BB%91t', 'https://www.wattpad.com/story/323683665-%C4%91m-ho%C3%A0ng-h%E1%BA%ADu-nh%C3%A1t-gan', 'https://www.wattpad.com/story/343562119-edit-%C4%91m-h%C6%B0%E1%BB%9Bng-d%E1%BA%ABn-sinh-t%E1%BB%93n-c%E1%BB%A7a-th%C3%A1i-y-h%E1%BA%AFc-li%C3%AAn', 'https://www.wattpad.com/story/358376031-bhtt-edit-n%C6%A1i-m%E1%BA%B7t-tr%E1%BB%9Di-chi%E1%BA%BFu-r%E1%BB%8Di-m%E1%BA%ABn-nhi%C3%AAn', 'https://www.wattpad.com/story/360928679-ngo%E1%BA%A1i-t%C3%ACnh-v%C3%B4-s%E1%BB%91-l%E1%BA%A7n', 'https://www.wattpad.com/story/218829824-%C4%91m-ho%C3%A0n-gi%E1%BA%A3-k%E1%BA%BFt-h%C3%B4n-xong-t%C3%B4i-%C4%91em-con-chu%E1%BB%93n-l%E1%BA%B9', 'https://www.wattpad.com/story/351819722-%C4%91m-ng%E1%BB%A7-s%E1%BB%9Bm-m%E1%BB%99t-ch%C3%BAt', 'https://www.wattpad.com/story/323104262-edit-bhtt-t%C3%ACnh-%C4%91%E1%BA%A7u-qu%E1%BB%91c-d%C3%A2n-omega-lu%C3%B4n-mu%E1%BB%91n-%C4%91%E1%BB%99c', 'https://www.wattpad.com/story/359087248-%C4%91m-edit-b%C3%A9-ng%E1%BB%91c-c%C5%A9ng-%C4%91%C6%B0%E1%BB%A3c-nh%C3%A0-gi%C3%A0u-nu%C3%B4ng-chi%E1%BB%81u']","['Đang sáng tác', 'Trưởng thành']",
https://www.wattpad.com/story/153897053-oneshot-anh-v%E1%BA%ABn-%E1%BB%9F-%C4%91%C3%A2y,0,"['bl', 'kinhdị', 'đammỹ']",https://img.wattpad.com/cover/153897053-256-k663978.jpg,[ONESHOT] Anh vẫn ở đây,,,,"['https://www.wattpad.com/story/360271289-d%C3%A2m-lo%E1%BA%A1n-c%E1%BB%95-%C4%91%E1%BA%A1i', 'https://www.wattpad.com/story/359979452-ch%E1%BB%93ng-%C3%A0-%C4%91%E1%BB%93-%C4%91%C3%A1ng-gh%C3%A9t', 'https://www.wattpad.com/story/315948976-em-b%C3%A9-%C4%91%C3%A1ng-y%C3%AAu-m%E1%BB%81m-m%E1%BA%A1i-g%E1%BA%A3-cho-t%E1%BB%95ng-t%C3%A0i-n%C3%B3ng-n%E1%BA%A3y', 'https://www.wattpad.com/story/212559301-lo%E1%BA%A1n-giao-cung-%C4%91%C3%ACnh', 'https://www.wattpad.com/story/354430987-nh%E1%BA%ADt-k%C3%AD-c%E1%BB%A7a-%C4%91%C4%A9', 'https://www.wattpad.com/story/319672708-full-h-v%C4%83n-ph%C3%B2ng-t%C3%ACnh-%C3%A1i-tr%C6%B0%E1%BB%9Dng-h%E1%BB%8Dc-s%E1%BA%AFc-d%E1%BB%A5c-2', 'https://www.wattpad.com/story/353610266-taekook-k%E1%BA%BB-l%E1%BA%ADp-d%E1%BB%8B', 'https://www.wattpad.com/story/346740448-reup-edit-ng%E1%BB%A7-v%E1%BB%9Bi-anh-em-c%E1%BB%A7a-tr%C3%BAc-m%C3%A3', 'https://www.wattpad.com/story/358527059-jeonglee-ch%E1%BA%A1m-%C4%91%E1%BA%BFn-%C3%A1nh-s%C3%A1ng-trong-b%C3%B3ng-t%E1%BB%91i', 'https://www.wattpad.com/story/350963687-n%E1%BB%AF-c%C3%B4ng-song-t%C3%ADnh-nh%E1%BB%AFng-m%E1%BA%ABu-truy%E1%BB%87n-nh%E1%BB%8F']",,
https://www.wattpad.com/story/194827929-qu%E1%BB%B7-v%C6%B0%C6%A1ng-%C4%91%E1%BA%A1i-nh%C3%A2n-em-nguy%E1%BB%87n-%C3%BD-l%C3%A0m-v%E1%BB%A3-c%E1%BB%A7a-anh,0,"['kinhdị', 'langman', 'ngontinh']",https://img.wattpad.com/cover/194827929-256-k852605.jpg,QUỶ VƯƠNG ĐẠI NHÂN! EM NGUYỆN Ý LÀM VỢ CỦA ANH!,"Lượt đọc 1,434",Lượt bình chọn 100,Chương 11,"['https://www.wattpad.com/story/219560227-ebook-c%C4%83n-b%E1%BA%BFp-%C3%A2m-d%C6%B0%C6%A1ng-ng%C3%B4-b%C3%A1n-ti%C3%AAn-ch%C6%B0%C6%A1ng-1-200', 'https://www.wattpad.com/story/304214072-bh-vi%E1%BB%87t-_-qu%E1%BB%B7-duy%C3%AAn', 'https://www.wattpad.com/story/92439323-duy%C3%AAn-%C3%A2m-full', 'https://www.wattpad.com/story/285306449-%C4%91am-m%E1%BB%B9-ho%C3%A0n-t%E1%BB%AD-th%E1%BA%A7n-g%C3%B5-c%E1%BB%ADa-di%C3%AAm-v%C6%B0%C6%A1ng', 'https://www.wattpad.com/story/351255167-lichaeng-jensoo-nam-k%C3%AC-phi%C3%AAu-l%C6%B0u-k%C3%AD', 'https://www.wattpad.com/story/331677515-v%E1%BA%A5n-quan-th%E1%BA%A5t-ti%E1%BB%83u-ho%C3%A0ng-th%C3%BAc', 'https://www.wattpad.com/story/283314332-bhtt-edited-quy-h%E1%BB%93n-t%E1%BB%A5c-tuy%E1%BB%87t-ca', 'https://www.wattpad.com/story/353445822-geminifourth-l%E1%BA%A5y-ch%E1%BB%93ng-ma', 'https://www.wattpad.com/story/151984766-tr%E1%BB%8Dng-sinh-chi-quy-linh', 'https://www.wattpad.com/story/258347403-edit-app-di%E1%BB%85n-vi%C3%AAn-phim-kinh-d%E1%BB%8B']",['Đang sáng tác'],
https://www.wattpad.com/story/257926569-minh-h%C3%B4n,0,"['16', 'kinhdị', 'minhhôn', 'ngontinh', 'tâmlinh']",https://img.wattpad.com/cover/257926569-256-k690670.jpg,Minh Hôn,"Lượt đọc 22,798",Lượt bình chọn 905,Chương 15,"['https://www.wattpad.com/story/280441203-bh-thu%E1%BA%A7n-vi%E1%BB%87t-_-t%C3%A2m-l%E1%BA%A1nh', 'https://www.wattpad.com/story/276672865-taekook-%F0%9F%86%98-g%C3%A0o-th%C3%A9t-v%C3%B4-v%E1%BB%8Dng-l%E1%BB%9Di-nguy%E1%BB%81n-kim-t%E1%BB%B1-th%C3%A1p', 'https://www.wattpad.com/story/333825566-edit-k%C3%ADnh-v%E1%BA%A1n-hoa-ch%E1%BA%BFt-ch%C3%B3c', 'https://www.wattpad.com/story/246468746-k%C3%ADnh-v%E1%BA%A1n-hoa-ch%E1%BA%BFt-ch%C3%B3c', 'https://www.wattpad.com/story/347428673-%C4%91am-m%E1%BB%B9-edit-d%E1%BB%B1a-v%C3%A0o-t%E1%BB%8F-t%C3%ACnh-th%C3%B4ng-quan-tr%C3%B2-ch%C6%A1i', 'https://www.wattpad.com/story/350059043-t%C3%B4i-l%E1%BA%A1i-%C4%91%C3%A1nh-s%E1%BA%ADp-c%C3%A2u-chuy%E1%BB%87n-kinh-d%E1%BB%8B-trong-tr%C6%B0%E1%BB%9Dng', 'https://www.wattpad.com/story/321538266-2%EF%B8%8F%E2%83%A3-%C4%91m-edit-t%C3%B4i-phong-th%E1%BA%A7n-trong-tr%C3%B2-ch%C6%A1i-v%C3%B4-h%E1%BA%A1n', 'https://www.wattpad.com/story/341643511-y%C3%AAu-phu-th%C3%BA-th%C3%A2n-b%C3%A1ch-v%C3%B4-c%E1%BA%A5m-k%E1%BB%B5-kh%C3%A1t-v%C5%A9', 'https://www.wattpad.com/story/197434317-h%E1%BB%8Da-ph%E1%BB%91', 'https://www.wattpad.com/story/239528231-h%E1%BB%8Da-ph%E1%BB%91-02']","['Đang sáng tác', 'Trưởng thành']",
https://www.wattpad.com/story/150795902-gia-kh%E1%BA%A9u-v%E1%BB%8B-qu%C3%A1-n%E1%BA%B7ng,0,"['1v1', 'giakhauviquanang', 'kinhdị', 'langman', 'namtheno', 'ngontinh', 'nubienthai', 'trùngsinh']",https://img.wattpad.com/cover/150795902-512-k181160.jpg,"Gia, Khẩu Vị Quá Nặng","Lượt đọc 434,358","Lượt bình chọn 21,330",Chương 159,"['https://www.wattpad.com/story/357665435-nh%E1%BA%ADt-th%E1%BB%B1c-to%C3%A0n-ph%E1%BA%A7n', 'https://www.wattpad.com/story/355932782-%C4%91m-sau-khi-c%C3%A1-m%E1%BA%B7n-xuy%C3%AAn-s%C3%A1ch-ph%C3%A1t-hi%E1%BB%87n-c%E1%BA%A3-nh%C3%A0-%C4%91%E1%BB%81u', 'https://www.wattpad.com/story/335016413-full-%C4%91am-m%E1%BB%B9-hoa-h%E1%BB%93ng-%C4%91%E1%BB%8F-v%C3%A0-hoa-h%E1%BB%93ng-tr%E1%BA%AFng-%E1%BB%9F-b%C3%AAn', 'https://www.wattpad.com/story/339118096-sinh-%C4%91%C6%B0%E1%BB%A3c-ng%C6%B0%E1%BB%9Di-th%E1%BB%ABa-k%E1%BA%BF-h%C3%A0o-m%C3%B4n-t%C3%B4i-hu%C3%AAnh-hoang', 'https://www.wattpad.com/story/346516823-editing-b%C3%A9-omega-xuy%C3%AAn-%C4%91%E1%BA%BFn-show-thi%E1%BA%BFu-nhi-tr%E1%BB%9F-n%C3%AAn', 'https://www.wattpad.com/story/360688023-trangngoc-cover-n%E1%BB%AF-minh-tinh-v%C3%A0-tr%E1%BB%A3-l%C3%BD-c%E1%BB%A7a-c%C3%B4-%E1%BA%A5y', 'https://www.wattpad.com/story/360328844-nam-th%E1%BA%A7n-%E1%BB%9F-c%C3%B9ng-nh%C3%A0-v%E1%BB%9Bi-t%C3%B4i', 'https://www.wattpad.com/story/349677451-tr%C6%B0%E1%BB%9Bc-khi-anh-%C4%91%E1%BA%BFn', 'https://www.wattpad.com/story/354929334-m%E1%BB%8Di-%C6%B0u-ti%C3%AAn-cho-em']",['Đang sáng tác'],
https://www.wattpad.com/story/147384007-trong-%C4%91%C3%B4i-m%E1%BA%AFt-c%E1%BB%A7a-em-longfic-kh%E1%BA%A3i-nguy%C3%AAn-ho%C3%A0n,0,"['1x1', 'fanfic', 'hoàn', 'huyềnnghi', 'hài', 'kaiyuan', 'khảinguyên', 'kinhdị', 'thiênsưcông', 'wattys2019']",https://img.wattpad.com/cover/147384007-512-k400557.jpg,Trong Đôi Mắt Của Em [Longfic | Khải Nguyên - Hoàn],"Lượt đọc 54,121","Lượt bình chọn 8,363",Chương 103,"['https://www.wattpad.com/story/348227295-seventeen-cu%E1%BB%99c-s%E1%BB%91ng-b%E1%BA%BF-t%E1%BA%AFc', 'https://www.wattpad.com/story/333907729-di%E1%BB%87p-l%C3%A2m-anh-x-trang-ph%C3%A1p-the-series', 'https://www.wattpad.com/story/358310731-taekook-abo-xin-%C4%91%E1%BB%ABng-h%C3%B4n-em', 'https://www.wattpad.com/story/346917883-taekook-abo-t%C3%B4i-ch%E1%BB%89-th%C3%ADch-m%C3%B9i-h%C6%B0%C6%A1ng-c%E1%BB%A7a-c%E1%BA%ADu', 'https://www.wattpad.com/story/358807599-f6-%C4%91%E1%BB%A5ng-nh%E1%BA%A7m-tr%C3%B9m-tr%C6%B0%E1%BB%9Dng', 'https://www.wattpad.com/story/359072062-on2eus-kh%C3%B4ng-ph%E1%BA%A3i-gu', 'https://www.wattpad.com/story/356120382-taekook-b%E1%BA%AFt-n%E1%BA%A1t-hay-b%E1%BA%AFt-em', 'https://www.wattpad.com/story/359187296-nh%E1%BB%AFng-th%E1%BB%A9-nh%E1%BB%8F-nh%E1%BA%B7t-v%E1%BB%81-em-b%C3%A9-nho-v%C3%A0-ch%E1%BB%8B-g%E1%BA%A5u', 'https://www.wattpad.com/story/358876284-choker-%E2%80%A2-say', 'https://www.wattpad.com/story/332080555-taekook-con-trai-hi%E1%BB%87u-tr%C6%B0%E1%BB%9Fng']",['Hoàn thành'],
https://www.wattpad.com/story/333825566-edit-k%C3%ADnh-v%E1%BA%A1n-hoa-ch%E1%BA%BFt-ch%C3%B3c,1,"['1x1', 'hiệnđại', 'hài', 'hệ', 'kinhdi', 'trinhthám']",https://img.wattpad.com/cover/333825566-512-k835244.jpg,[ Edit ] Kính Vạn Hoa Chết Chóc,"Lượt đọc 6,303",Lượt bình chọn 337,Chương 34,,,
https://www.wattpad.com/story/341643511-y%C3%AAu-phu-th%C3%BA-th%C3%A2n-b%C3%A1ch-v%C3%B4-c%E1%BA%A5m-k%E1%BB%B5-kh%C3%A1t-v%C5%A9,1,"['1x1', 'hiendai', 'khatmua', 'khatvu', 'kinhdi', 'ndmot99', 'nguyênsang', 'truyenngan', 'zhihu']",https://img.wattpad.com/cover/341643511-256-k698363.jpg,Yêu phu thú thân: Bách vô cấm kỵ - Khát Vũ,"Lượt đọc 425,177","Lượt bình chọn 12,391",Chương 185,,['Đang sáng tác'],
https://www.wattpad.com/story/347428673-%C4%91am-m%E1%BB%B9-edit-d%E1%BB%B1a-v%C3%A0o-t%E1%BB%8F-t%C3%ACnh-th%C3%B4ng-quan-tr%C3%B2-ch%C6%A1i,1,"['1v1', 'chậmnhiệt', 'chủthụ', 'cườngcường', 'linhdịthầnquái', 'livestream', 'vôhạnlưu', 'đam', 'đammei', 'đammỹ']",https://img.wattpad.com/cover/347428673-256-k73810.jpg,[ĐAM MỸ/ EDIT] Dựa vào tỏ tình thông quan trò chơi chết chóc,"Lượt đọc 10,024","Lượt bình chọn 1,703",Chương 28,,['Đang sáng tác'],
https://www.wattpad.com/story/197434317-h%E1%BB%8Da-ph%E1%BB%91,1,"['1v1', 'chủthụ', 'cườngcường', 'danmei', 'khủngbố', 'kinhdị', 'thầnquái', 'vôhạnlưu', 'xuyênviệt', 'đammỹ']",https://img.wattpad.com/cover/197434317-256-k825045.jpg,Họa Phố,"Lượt đọc 1,651,532","Lượt bình chọn 172,952",Chương 200,,['Hoàn thành'],
https://www.wattpad.com/story/276672865-taekook-%F0%9F%86%98-g%C3%A0o-th%C3%A9t-v%C3%B4-v%E1%BB%8Dng-l%E1%BB%9Di-nguy%E1%BB%81n-kim-t%E1%BB%B1-th%C3%A1p,1,"['aicap', 'bts', 'dammy', 'fanfic', 'gaothetvovong', 'jin', 'jungkook', 'kookie', 'namjin', 'taehyung', 'taekook', 'vbts', 'vkook']",https://img.wattpad.com/cover/276672865-512-k462687.jpg,[TaeKook] 🆘 Gào thét vô vọng (Lời nguyền Kim tự tháp),"Lượt đọc 1,579,931","Lượt bình chọn 151,382",Chương 132,,['Đang sáng tác'],
https://www.wattpad.com/story/239528231-h%E1%BB%8Da-ph%E1%BB%91-02,1,"['1v1', 'chủthụ', 'cườngcường', 'danmei', 'khủngbố', 'kinhdi', 'suyluận', 'thầnquái', 'vôhạnlưu', 'xuyênviệt', 'đammỹ']",https://img.wattpad.com/cover/239528231-512-k993475.jpg,Họa Phố (02),"Lượt đọc 765,298","Lượt bình chọn 84,095",Chương 183,,['Hoàn thành'],
https://www.wattpad.com/story/321538266-2%EF%B8%8F%E2%83%A3-%C4%91m-edit-t%C3%B4i-phong-th%E1%BA%A7n-trong-tr%C3%B2-ch%C6%A1i-v%C3%B4-h%E1%BA%A1n,1,"['dammy', 'kinh', 'kinhphong']",https://img.wattpad.com/cover/321538266-256-k146303.jpg,2️⃣ [ĐM/EDIT] Tôi Phong Thần Trong Trò Chơi Vô Hạn (Từ c200-c399),"Lượt đọc 344,087","Lượt bình chọn 50,422",Chương 178,,['Đang sáng tác'],
https://www.wattpad.com/story/280441203-bh-thu%E1%BA%A7n-vi%E1%BB%87t-_-t%C3%A2m-l%E1%BA%A1nh,1,['bh'],https://img.wattpad.com/cover/280441203-512-k627440.jpg,BH Thuần Việt _ TÂM LẠNH,"Lượt đọc 61,495","Lượt bình chọn 6,493",Chương 39,,['Hoàn thành'],
